id,probability,actual
153,1.1949531653954182e-05,0.0
153,1.1258898666710593e-05,0.0
153,0.9999758005142212,1.0
153,0.0005825672997161746,0.0
153,2.3957571102073416e-05,0.0
153,0.9998918771743774,1.0
153,1.2513277397374623e-05,0.0
153,1.1222601642657537e-05,0.0
153,0.9999769926071167,1.0
153,1.333654836344067e-05,0.0
153,1.1292727322143037e-05,0.0
153,0.9999676942825317,1.0
153,1.2864005839219317e-05,0.0
153,1.1322555110382382e-05,0.0
153,0.9999737739562988,1.0
153,1.373274062643759e-05,0.0
153,1.1176055522810202e-05,0.0
153,0.999972939491272,1.0
153,2.338648118893616e-05,0.0
153,1.6588024664088152e-05,0.0
153,0.999962329864502,1.0
153,1.2907409654872026e-05,0.0
153,1.1335175258864183e-05,0.0
153,0.9999728202819824,1.0
153,0.9998974800109863,1.0
153,2.1564692360698245e-05,0.0
153,0.00046007867786101997,0.0
153,1.243901078851195e-05,0.0
153,1.1091579835920129e-05,0.0
153,0.9999713897705078,1.0
153,1.2214720300107729e-05,0.0
153,1.1203929716430139e-05,0.0
153,0.9999752044677734,1.0
153,9.343255078420043e-05,0.0
153,3.519169331411831e-05,0.0
153,0.9999449253082275,1.0
1130,1.1676788744807709e-05,0.0
1130,1.1488185919006355e-05,0.0
1130,0.9999768733978271,1.0
1130,0.9992941617965698,1.0
1130,2.961177051474806e-05,0.0
1130,0.07009811699390411,0.0
1130,1.1780923159676604e-05,0.0
1130,1.1594332136155572e-05,0.0
1130,0.9999761581420898,1.0
1130,1.2673100172833074e-05,0.0
1130,1.1313511095067952e-05,0.0
1130,0.9999687671661377,1.0
1130,1.2368202988000121e-05,0.0
1130,1.1194872058695182e-05,0.0
1130,0.9999740123748779,1.0
1130,1.2032783160975669e-05,0.0
1130,1.1237552826059982e-05,0.0
1130,0.9999756813049316,1.0
1130,1.230328871315578e-05,0.0
1130,1.1590064787014853e-05,0.0
1130,0.9999741315841675,1.0
1130,1.194209198729368e-05,0.0
1130,1.1227140930714086e-05,0.0
1130,0.9999741315841675,1.0
1130,0.9998912811279297,1.0
1130,2.130929715349339e-05,0.0
1130,0.00030556326964870095,0.0
1130,1.1839592843898572e-05,0.0
1130,1.1253907359787263e-05,0.0
1130,0.9999732971191406,1.0
1130,1.1807953342213295e-05,0.0
1130,1.1501976587169338e-05,0.0
1130,0.999975323677063,1.0
1130,1.1957180504396092e-05,0.0
1130,1.160289320978336e-05,0.0
1130,0.9999686479568481,1.0
1271,1.1841038940474391e-05,0.0
1271,1.1192961210326757e-05,0.0
1271,0.9999817609786987,1.0
1271,0.0006987149245105684,0.0
1271,0.9997010231018066,1.0
1271,0.0007827049121260643,0.0
1271,1.82393650902668e-05,0.0
1271,1.126553524954943e-05,0.0
1271,0.9999798536300659,1.0
1271,2.200845119659789e-05,0.0
1271,1.1356382856320124e-05,0.0
1271,0.9999750852584839,1.0
1271,1.4787131476623472e-05,0.0
1271,1.1223007277294528e-05,0.0
1271,0.9999791383743286,1.0
1271,4.5287084503797814e-05,0.0
1271,1.6875002984306775e-05,0.0
1271,0.9999703168869019,1.0
1271,0.9997193217277527,1.0
1271,0.0015322419349104166,0.0
1271,0.00036405777791514993,0.0
1271,1.7005164409056306e-05,0.0
1271,1.1256826837779954e-05,0.0
1271,0.9999788999557495,1.0
1271,1.8002841898123734e-05,0.0
1271,1.1899517630808987e-05,0.0
1271,0.9999785423278809,1.0
1271,1.2791682820534334e-05,0.0
1271,1.110906850954052e-05,0.0
1271,0.9999781847000122,1.0
1271,1.189503564091865e-05,0.0
1271,1.1215507583983708e-05,0.0
1271,0.9999794960021973,1.0
1271,2.6287576474715024e-05,0.0
1271,1.842986239353195e-05,0.0
1271,0.9999749660491943,1.0
1089,1.1591921975195874e-05,0.0
1089,1.156533198809484e-05,0.0
1089,0.9999816417694092,1.0
1089,0.003026856342330575,0.0
1089,0.9986743927001953,1.0
1089,0.0008486057631671429,0.0
1089,1.1619315046118572e-05,0.0
1089,1.159722978627542e-05,0.0
1089,0.9999812841415405,1.0
1089,2.3157183022703975e-05,0.0
1089,1.5108515071915463e-05,0.0
1089,0.9999762773513794,1.0
1089,1.1754988008760847e-05,0.0
1089,1.1455780622782186e-05,0.0
1089,0.9999802112579346,1.0
1089,1.922318733704742e-05,0.0
1089,1.1258018275839277e-05,0.0
1089,0.9999796152114868,1.0
1089,1.7139171177404933e-05,0.0
1089,1.2530092135421e-05,0.0
1089,0.9999804496765137,1.0
1089,1.6227892047027126e-05,0.0
1089,1.1567781257326715e-05,0.0
1089,0.9999791383743286,1.0
1089,1.6027213860070333e-05,0.0
1089,1.490576505602803e-05,0.0
1089,0.9999779462814331,1.0
1089,1.165677258541109e-05,0.0
1089,1.1368366358510684e-05,0.0
1089,0.9999802112579346,1.0
1089,1.1769525372073986e-05,0.0
1089,1.157104634330608e-05,0.0
1089,0.9999814033508301,1.0
1089,1.2825443263864145e-05,0.0
1089,1.1625022125372197e-05,0.0
1089,0.9999792575836182,1.0
731,1.1827518392237835e-05,0.0
731,1.168381731986301e-05,0.0
731,0.9999781847000122,1.0
731,0.00043014169204980135,0.0
731,1.6940419300226495e-05,0.0
731,0.9996601343154907,1.0
731,1.1992113286396489e-05,0.0
731,1.181678453576751e-05,0.0
731,0.9999792575836182,1.0
731,2.1052264855825342e-05,0.0
731,1.1240939784329385e-05,0.0
731,0.9999724626541138,1.0
731,1.2134097232774366e-05,0.0
731,1.1637512216111645e-05,0.0
731,0.9999748468399048,1.0
731,2.4805516659398563e-05,0.0
731,1.1438270121288951e-05,0.0
731,0.9999706745147705,1.0
731,1.1940772310481407e-05,0.0
731,1.1461310350568965e-05,0.0
731,0.999976634979248,1.0
731,1.1848855137941428e-05,0.0
731,1.1854778676934075e-05,0.0
731,0.9999779462814331,1.0
731,1.2314076229813509e-05,0.0
731,1.1304364306852221e-05,0.0
731,0.9999749660491943,1.0
731,0.0005134384264238179,0.0
731,1.323049309576163e-05,0.0
731,0.9997801184654236,1.0
731,0.9471029043197632,0.0
731,3.107351221842691e-05,0.0
731,0.0848006159067154,1.0
731,1.1886021638929378e-05,0.0
731,1.1847816494992003e-05,0.0
731,0.999976396560669,1.0
751,1.1703489690262359e-05,0.0
751,1.1869460649904795e-05,0.0
751,0.9999794960021973,1.0
751,7.750476652290672e-05,0.0
751,1.788155896065291e-05,0.0
751,0.9999552965164185,1.0
